representation,mode,singular_value,cumulative_energy
oracle_boundary_aligned,55,0.19838459939099556,0.9982488020702422
oracle_boundary_aligned,56,0.19759181578280463,0.99830627623605
oracle_boundary_aligned,57,0.1938114452737209,0.9983615722227988
oracle_boundary_aligned,58,0.19232487427261438,0.9984160232010398
oracle_boundary_aligned,59,0.18860549487457626,0.998468388484037
oracle_boundary_aligned,60,0.18339249518413256,0.9985178990500125
oracle_boundary_aligned,61,0.18153000490597443,0.9985664090875708
oracle_boundary_aligned,62,0.1782816101374663,0.9986131985297461
oracle_boundary_aligned,63,0.17699321113484334,0.9986593141431019
oracle_boundary_aligned,64,0.16941373830459952,0.9987015646597159
oracle_boundary_aligned,65,0.16881770696293463,0.9987435184077963
oracle_boundary_aligned,66,0.16769108351480574,0.9987849140585123
oracle_boundary_aligned,67,0.16399041458991753,0.9988245028003503
oracle_boundary_aligned,68,0.16132571064935855,0.9988628154286178
oracle_boundary_aligned,69,0.16107339606822485,0.9989010083081455
oracle_boundary_aligned,70,0.1570442187044244,0.9989373143311617
oracle_boundary_aligned,71,0.15392467457810655,0.9989721923060203
oracle_boundary_aligned,72,0.15208412041780706,0.9990062411610869
oracle_boundary_aligned,73,0.14662887916450484,0.9990378911674557
oracle_boundary_aligned,74,0.14416802745321664,0.9990684877333541
oracle_boundary_aligned,75,0.14271148086400787,0.9990984691809058
oracle_boundary_aligned,76,0.14087422672152747,0.9991276836408509
oracle_boundary_aligned,77,0.13778598244488904,0.9991556312619382
oracle_boundary_aligned,78,0.1368695587695111,0.9991832083563857
oracle_boundary_aligned,79,0.13441503296590113,0.9992098052219351
oracle_boundary_aligned,80,0.133759812604695,0.9992361434209789
oracle_boundary_aligned,81,0.13202985180540644,0.9992618047440108
oracle_boundary_aligned,82,0.13082611873753208,0.9992870002849269
oracle_boundary_aligned,83,0.12851747033943145,0.9993113144359121
oracle_boundary_aligned,84,0.1250819062053988,0.9993343460170848
oracle_boundary_aligned,85,0.1241781080590357,0.9993570459644219
oracle_boundary_aligned,86,0.12135258831794402,0.9993787246456649
oracle_boundary_aligned,87,0.11838931632329812,0.9993993575230491
